ID;Typ;Datum;Betrag;Hauptkategorie;Unterkategorie;Beschreibung;Haendler;Zahlungsart;Quelle
excel-Dezember_2007-C17;Ausgabe;2007-12-13;12,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2007-L17;Ausgabe;2007-12-13;35,0;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2007-J18;Ausgabe;2007-12-14;2,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2007-C19;Ausgabe;2007-12-15;45,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2007-C22;Ausgabe;2007-12-18;10,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2007-C23;Ausgabe;2007-12-19;3,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2007-J23;Ausgabe;2007-12-19;2,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2007-G25;Ausgabe;2007-12-21;50,0;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen+Rente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2007-G34;Ausgabe;2007-12-30;450,0;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen+Rente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2007-E35;Ausgabe;2007-12-31;120,0;Bekleidung;Kleidung / Schuhe / Parfüm (historisch);Excel-Historie · Kleidung und Schuhe;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-Einkommen;Einnahme;2008-01-01;1600,0;Einnahmen;Einkommen / Gehalt;Einkommen netto · Excel-Historie;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-I5;Ausgabe;2008-01-01;485,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-K5;Ausgabe;2008-01-01;370,0;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-F6;Ausgabe;2008-01-02;50,0;Mobilität;Auto / Kraftstoff / Fahrtkosten (historisch);Excel-Historie · Benzin;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-G6;Ausgabe;2008-01-02;220,74;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen+Rente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-J7;Ausgabe;2008-01-03;30,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-J8;Ausgabe;2008-01-04;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-K8;Ausgabe;2008-01-04;40,0;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-C9;Ausgabe;2008-01-05;5,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-H9;Ausgabe;2008-01-05;20,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonstige Zahlungen, Strafe und Reparatur;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-J9;Ausgabe;2008-01-05;12,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-L9;Ausgabe;2008-01-05;25,0;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-C10;Ausgabe;2008-01-06;5,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-I13;Ausgabe;2008-01-09;35,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Januar_2008-L17;Ausgabe;2008-01-13;35,0;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-Einkommen;Einnahme;2008-09-01;1748,55;Einnahmen;Einkommen / Gehalt;Einkommen netto · Excel-Historie;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-G5;Ausgabe;2008-09-01;222,33;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen+Rente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-I5;Ausgabe;2008-09-01;485,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J5;Ausgabe;2008-09-01;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C6;Ausgabe;2008-09-02;26,2;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-G6;Ausgabe;2008-09-02;8,18;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen+Rente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C7;Ausgabe;2008-09-03;4,7;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J7;Ausgabe;2008-09-03;7,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C8;Ausgabe;2008-09-04;3,4;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J9;Ausgabe;2008-09-05;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C10;Ausgabe;2008-09-06;5,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J10;Ausgabe;2008-09-06;22,8;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C12;Ausgabe;2008-09-08;1,5;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J12;Ausgabe;2008-09-08;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-K12;Ausgabe;2008-09-08;14,75;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-I13;Ausgabe;2008-09-09;40,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C14;Ausgabe;2008-09-10;19,42;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C15;Ausgabe;2008-09-11;7,1;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J15;Ausgabe;2008-09-11;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-K15;Ausgabe;2008-09-11;6,9;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-L15;Ausgabe;2008-09-11;35,99;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C16;Ausgabe;2008-09-12;5,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-D17;Ausgabe;2008-09-13;6,0;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-E17;Ausgabe;2008-09-13;58,9;Bekleidung;Kleidung / Schuhe / Parfüm (historisch);Excel-Historie · Kleidung und Schuhe;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C19;Ausgabe;2008-09-15;24,6;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J19;Ausgabe;2008-09-15;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C20;Ausgabe;2008-09-16;6,5;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J20;Ausgabe;2008-09-16;6,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C22;Ausgabe;2008-09-18;14,3;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J22;Ausgabe;2008-09-18;11,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C23;Ausgabe;2008-09-19;7,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J23;Ausgabe;2008-09-19;10,2;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C24;Ausgabe;2008-09-20;32,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-F24;Ausgabe;2008-09-20;35,0;Mobilität;Auto / Kraftstoff / Fahrtkosten (historisch);Excel-Historie · Benzin;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J24;Ausgabe;2008-09-20;19,7;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C25;Ausgabe;2008-09-21;1,5;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J25;Ausgabe;2008-09-21;70,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C26;Ausgabe;2008-09-22;1,5;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-K26;Ausgabe;2008-09-22;23,0;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C27;Ausgabe;2008-09-23;18,1;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J27;Ausgabe;2008-09-23;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-L27;Ausgabe;2008-09-23;40,45;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C28;Ausgabe;2008-09-24;3,1;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C29;Ausgabe;2008-09-25;7,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J29;Ausgabe;2008-09-25;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-D30;Ausgabe;2008-09-26;27,0;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J30;Ausgabe;2008-09-26;8,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C31;Ausgabe;2008-09-27;51,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-D31;Ausgabe;2008-09-27;3,0;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J31;Ausgabe;2008-09-27;16,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-F32;Ausgabe;2008-09-28;15,08;Mobilität;Auto / Kraftstoff / Fahrtkosten (historisch);Excel-Historie · Benzin;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J32;Ausgabe;2008-09-28;16,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-C33;Ausgabe;2008-09-29;12,5;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-J34;Ausgabe;2008-09-30;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-September_2008-K34;Ausgabe;2008-09-30;20,0;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C7;Ausgabe;2008-10-01;10,6;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-Einkommen;Einnahme;2008-10-01;1748,55;Einnahmen;Einkommen / Gehalt;Einkommen netto · Excel-Historie;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-G7;Ausgabe;2008-10-01;222,33;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen+Rente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-I7;Ausgabe;2008-10-01;485,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C8;Ausgabe;2008-10-02;18,5;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-D8;Ausgabe;2008-10-02;40,0;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-J8;Ausgabe;2008-10-02;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-J9;Ausgabe;2008-10-03;18,7;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C10;Ausgabe;2008-10-04;1,5;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-E10;Ausgabe;2008-10-04;402,0;Bekleidung;Kleidung / Schuhe / Parfüm (historisch);Excel-Historie · Kleidung und Schuhe;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-J10;Ausgabe;2008-10-04;24,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C12;Ausgabe;2008-10-06;4,4;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C13;Ausgabe;2008-10-07;3,4;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-J13;Ausgabe;2008-10-07;7,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C14;Ausgabe;2008-10-08;3,45;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-I14;Ausgabe;2008-10-08;35,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-J14;Ausgabe;2008-10-08;56,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C16;Ausgabe;2008-10-10;13,41;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-J16;Ausgabe;2008-10-10;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C17;Ausgabe;2008-10-11;20,61;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-F17;Ausgabe;2008-10-11;35,07;Mobilität;Auto / Kraftstoff / Fahrtkosten (historisch);Excel-Historie · Benzin;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-J17;Ausgabe;2008-10-11;19,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C18;Ausgabe;2008-10-12;8,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-J18;Ausgabe;2008-10-12;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C19;Ausgabe;2008-10-13;0,8;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-J20;Ausgabe;2008-10-14;4,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C21;Ausgabe;2008-10-15;11,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-L21;Ausgabe;2008-10-15;40,45;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-D23;Ausgabe;2008-10-17;32,75;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-J23;Ausgabe;2008-10-17;28,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-C24;Ausgabe;2008-10-18;17,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-H24;Ausgabe;2008-10-18;15,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonstige Zahlungen, Strafe und Reparatur;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Oktober_2008-J24;Ausgabe;2008-10-18;17,1;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
